x,y,radius
1345.0,3717.0,2.3636363636363633
2555.0,1651.0,2.3636363636363633
2920.0,3102.0,1.9090909090909092
1181.0,3304.0,2.3636363636363633
2507.0,2852.0,1.9090909090909092
1236.0,3838.0,1.9090909090909092
2772.0,2966.0,1.9090909090909092
1390.0,3026.0,2.3636363636363633
2853.0,2998.0,1.9090909090909092
2451.0,2969.0,2.3636363636363633
665.0,3601.0,1.9090909090909092
357.0,2922.0,2.3636363636363633
2016.0,2894.0,2.8181818181818183
1500.0,3386.0,2.3636363636363633
1651.0,3207.0,2.3636363636363633
2343.0,1784.0,2.3636363636363633
2232.0,2767.0,2.3636363636363633
1836.0,3071.0,2.3636363636363633
1284.0,3173.0,2.3636363636363633
862.0,1067.0,2.3636363636363633
558.0,1817.0,2.3636363636363633
2748.0,3035.0,1.9090909090909092
1357.0,1340.0,2.8181818181818183
2836.0,1801.0,1.9090909090909092
2949.0,1852.0,1.9090909090909092
191.0,2163.0,2.3636363636363633
2993.0,3479.0,1.9090909090909092
2838.0,2084.0,1.9090909090909092
2227.0,3119.0,1.9090909090909092
1617.0,709.0,1.9090909090909092
2839.0,2545.0,2.3636363636363633
1062.0,3107.0,2.3636363636363633
2702.0,3537.0,1.9090909090909092
2190.0,2248.0,2.3636363636363633
807.0,893.0,1.9090909090909092
260.0,1219.0,1.9090909090909092
2808.0,3316.0,1.9090909090909092
2540.0,1691.0,1.9090909090909092
601.0,365.0,2.3636363636363633
2395.0,1812.0,1.9090909090909092
779.0,3487.0,1.9090909090909092
2082.0,1700.0,2.3636363636363633
628.0,2925.0,1.9090909090909092
939.0,357.0,2.3636363636363633
2120.0,2179.0,2.3636363636363633
2118.0,3570.0,2.3636363636363633
1320.0,3554.0,1.9090909090909092
2387.0,3971.0,1.9090909090909092
1536.0,3794.0,1.9090909090909092
1719.0,1212.0,2.8181818181818183
2815.0,3243.0,1.9090909090909092
637.0,1404.0,2.3636363636363633
2776.0,3438.0,1.9090909090909092
2587.0,2635.0,1.9090909090909092
2215.0,3501.0,2.3636363636363633
624.0,136.0,2.3636363636363633
1700.0,3596.0,1.9090909090909092
2352.0,1850.0,1.9090909090909092
2145.0,2342.0,2.3636363636363633
2552.0,2395.0,1.9090909090909092
707.0,2676.0,3.2727272727272725
1118.0,3314.0,1.9090909090909092
1045.0,1424.0,2.8181818181818183
1862.0,2999.0,2.3636363636363633
621.0,3255.0,1.9090909090909092
1497.0,3217.0,1.9090909090909092
2930.0,2200.0,1.9090909090909092
2978.0,1468.0,2.3636363636363633
2851.0,2282.0,1.9090909090909092
2973.0,2248.0,2.3636363636363633
2845.0,3142.0,1.9090909090909092
2761.0,2018.0,1.4545454545454546
1226.0,3306.0,1.9090909090909092
1555.0,3582.0,1.9090909090909092
1074.0,1205.0,2.3636363636363633
265.0,836.0,1.9090909090909092
2824.0,2003.0,1.9090909090909092
2044.0,2758.0,3.727272727272727
2121.0,2492.0,2.3636363636363633
1888.0,3219.0,1.9090909090909092
329.0,925.0,2.3636363636363633
1762.0,498.0,2.3636363636363633
1509.0,3592.0,1.9090909090909092
1610.0,3519.0,1.9090909090909092
2877.0,2224.0,1.9090909090909092
2112.0,2178.0,1.9090909090909092
540.0,2988.0,1.9090909090909092
2652.0,67.0,2.3636363636363633
2172.0,1166.0,1.9090909090909092
2743.0,3122.0,1.9090909090909092
439.0,1140.0,2.3636363636363633
2880.0,2499.0,1.9090909090909092
2772.0,2442.0,1.9090909090909092
2203.0,2392.0,2.8181818181818183
2432.0,2395.0,1.9090909090909092
2945.0,1340.0,1.9090909090909092
2140.0,3174.0,1.9090909090909092
2274.0,3934.0,2.3636363636363633
2839.0,3263.0,1.9090909090909092
251.0,3127.0,1.9090909090909092
1191.0,2201.0,4.636363636363637
1022.0,4007.0,1.9090909090909092
2873.0,1290.0,1.9090909090909092
2288.0,1073.0,1.9090909090909092
1355.0,3578.0,1.9090909090909092
1508.0,929.0,1.9090909090909092
1294.0,1955.0,2.3636363636363633
630.0,1350.0,1.9090909090909092
551.0,1103.0,2.3636363636363633
2447.0,2338.0,1.9090909090909092
349.0,578.0,2.3636363636363633
1037.0,3379.0,1.9090909090909092
2416.0,3801.0,2.3636363636363633
2121.0,3054.0,2.3636363636363633
2317.0,2981.0,2.3636363636363633
1187.0,3384.0,1.9090909090909092
106.0,741.0,1.9090909090909092
2756.0,1999.0,1.9090909090909092
628.0,235.0,1.9090909090909092
269.0,1220.0,2.3636363636363633
1349.0,1340.0,2.3636363636363633
2031.0,1447.0,2.3636363636363633
2128.0,2493.0,2.3636363636363633
2743.0,692.0,1.9090909090909092
1668.0,3468.0,1.9090909090909092
2740.0,2939.0,2.3636363636363633
1956.0,3294.0,1.9090909090909092
2424.0,1326.0,1.9090909090909092
1799.0,3611.0,1.9090909090909092
2444.0,1957.0,2.3636363636363633
2020.0,4031.0,1.9090909090909092
2576.0,2231.0,1.9090909090909092
2947.0,1428.0,1.9090909090909092
1788.0,664.0,2.3636363636363633
1417.0,3329.0,1.9090909090909092
1877.0,3338.0,2.3636363636363633
2281.0,2608.0,1.9090909090909092
2053.0,2117.0,2.3636363636363633
2356.0,1703.0,2.3636363636363633
1494.0,842.0,2.3636363636363633
181.0,1360.0,1.9090909090909092
1971.0,3141.0,1.9090909090909092
1205.0,3668.0,1.9090909090909092
2687.0,3609.0,1.9090909090909092
2197.0,2053.0,1.9090909090909092
1806.0,3433.0,1.9090909090909092
273.0,1279.0,1.9090909090909092
197.0,1141.0,2.3636363636363633
2514.0,3179.0,1.9090909090909092
650.0,3487.0,1.9090909090909092
2380.0,2094.0,1.9090909090909092
2904.0,2302.0,1.9090909090909092
2667.0,2383.0,1.9090909090909092
1940.0,3073.0,1.9090909090909092
1962.0,2916.0,3.2727272727272725
556.0,1317.0,2.3636363636363633
639.0,1350.0,2.3636363636363633
307.0,2689.0,1.9090909090909092
2116.0,3602.0,2.3636363636363633
1704.0,2918.0,2.3636363636363633
655.0,1137.0,1.9090909090909092
2181.0,3178.0,2.3636363636363633
492.0,2774.0,1.9090909090909092
2068.0,3346.0,1.9090909090909092
816.0,1565.0,1.9090909090909092
2263.0,1819.0,2.3636363636363633
976.0,3492.0,2.3636363636363633
940.0,141.0,1.9090909090909092
1269.0,3865.0,1.4545454545454546
932.0,1995.0,4.181818181818182
1506.0,2931.0,2.3636363636363633
14.0,3064.0,1.9090909090909092
2288.0,2877.0,2.3636363636363633
1092.0,1600.0,4.636363636363637
918.0,2570.0,2.3636363636363633
2924.0,3327.0,1.9090909090909092
1451.0,1589.0,2.3636363636363633
1214.0,3191.0,1.9090909090909092
2246.0,2385.0,1.9090909090909092
854.0,1067.0,1.9090909090909092
1596.0,650.0,2.3636363636363633
1031.0,3669.0,1.9090909090909092
1768.0,3590.0,1.9090909090909092
2939.0,1886.0,1.9090909090909092
2604.0,3370.0,1.9090909090909092
1396.0,2084.0,2.3636363636363633
657.0,2381.0,1.9090909090909092
2437.0,2565.0,1.9090909090909092
1493.0,3366.0,1.4545454545454546
996.0,2399.0,2.3636363636363633
2457.0,1701.0,1.9090909090909092
2073.0,2943.0,1.9090909090909092
419.0,3044.0,1.9090909090909092
1444.0,977.0,1.9090909090909092
2137.0,2341.0,1.9090909090909092
2055.0,1807.0,1.9090909090909092
193.0,2229.0,1.9090909090909092
500.0,221.0,1.9090909090909092
977.0,1700.0,2.3636363636363633
2321.0,2731.0,1.9090909090909092
741.0,454.0,1.9090909090909092
2014.0,768.0,1.9090909090909092
322.0,1139.0,2.3636363636363633
895.0,2629.0,1.9090909090909092
2793.0,2866.0,1.9090909090909092
2080.0,384.0,1.9090909090909092
2751.0,2136.0,1.9090909090909092
1867.0,3236.0,1.9090909090909092
1895.0,3079.0,2.3636363636363633
2873.0,2163.0,1.9090909090909092
794.0,1839.0,2.8181818181818183
1706.0,3567.0,1.9090909090909092
269.0,3997.0,2.3636363636363633
2195.0,2391.0,1.9090909090909092
1939.0,3253.0,1.9090909090909092
3012.0,1827.0,1.9090909090909092
2044.0,3155.0,1.9090909090909092
2061.0,1527.0,1.9090909090909092
2370.0,2186.0,1.9090909090909092
1807.0,2324.0,2.8181818181818183
2767.0,3064.0,1.9090909090909092
2646.0,2080.0,1.9090909090909092
2059.0,1982.0,1.9090909090909092
1980.0,3722.0,1.9090909090909092
1597.0,2946.0,2.3636363636363633
499.0,2288.0,1.9090909090909092
1904.0,3016.0,2.3636363636363633
2023.0,2745.0,1.9090909090909092
780.0,3128.0,2.3636363636363633
1821.0,1038.0,2.3636363636363633
1826.0,654.0,1.9090909090909092
1993.0,993.0,2.3636363636363633
2122.0,1703.0,1.9090909090909092
1843.0,3642.0,1.9090909090909092
2412.0,2822.0,1.9090909090909092
758.0,710.0,1.9090909090909092
2410.0,2910.0,1.9090909090909092
2206.0,3283.0,1.9090909090909092
2194.0,2752.0,2.3636363636363633
951.0,3052.0,2.3636363636363633
1317.0,3237.0,1.9090909090909092
591.0,1167.0,2.3636363636363633
1912.0,3401.0,1.9090909090909092
2982.0,3074.0,1.4545454545454546
1509.0,3654.0,1.9090909090909092
1903.0,3424.0,1.9090909090909092
2444.0,2967.0,1.9090909090909092
732.0,548.0,2.8181818181818183
645.0,476.0,1.9090909090909092
962.0,1420.0,2.3636363636363633
2295.0,2120.0,1.9090909090909092
2584.0,3523.0,1.9090909090909092
2080.0,3123.0,1.9090909090909092
1041.0,3022.0,2.3636363636363633
2661.0,3200.0,1.9090909090909092
1753.0,3526.0,1.9090909090909092
1622.0,3455.0,1.9090909090909092
1086.0,721.0,2.3636363636363633
2930.0,3291.0,1.9090909090909092
2431.0,1228.0,2.3636363636363633
646.0,944.0,1.9090909090909092
959.0,2357.0,4.636363636363637
2550.0,1820.0,1.9090909090909092
2570.0,3591.0,2.3636363636363633
2208.0,1818.0,1.9090909090909092
430.0,1140.0,1.9090909090909092
1588.0,650.0,1.9090909090909092
2597.0,2483.0,1.9090909090909092
1986.0,3554.0,1.9090909090909092
2066.0,1983.0,2.3636363636363633
2547.0,2121.0,1.9090909090909092
2700.0,1627.0,1.9090909090909092
802.0,651.0,1.9090909090909092
1041.0,3870.0,1.9090909090909092
680.0,372.0,1.9090909090909092
2717.0,2188.0,1.9090909090909092
671.0,807.0,1.9090909090909092
2238.0,3273.0,1.9090909090909092
2267.0,4015.0,1.9090909090909092
844.0,2910.0,1.9090909090909092
2373.0,2439.0,1.9090909090909092
2449.0,1701.0,1.4545454545454546
2899.0,2914.0,1.9090909090909092
1655.0,3454.0,1.9090909090909092
2043.0,3306.0,1.9090909090909092
890.0,2760.0,2.3636363636363633
1766.0,3702.0,1.9090909090909092
2951.0,3710.0,1.9090909090909092
717.0,2736.0,1.9090909090909092
1820.0,1207.0,1.9090909090909092
2245.0,2468.0,2.3636363636363633
2482.0,2095.0,1.9090909090909092
1791.0,1288.0,2.3636363636363633
1774.0,2428.0,2.3636363636363633
1139.0,3743.0,1.9090909090909092
2270.0,1877.0,1.9090909090909092
959.0,1118.0,2.3636363636363633
192.0,784.0,1.9090909090909092
1721.0,3057.0,2.3636363636363633
137.0,745.0,1.9090909090909092
1614.0,3145.0,2.3636363636363633
2167.0,3053.0,2.3636363636363633
2226.0,2766.0,1.9090909090909092
2689.0,3250.0,1.9090909090909092
1162.0,3358.0,1.9090909090909092
1651.0,1762.0,2.3636363636363633
1827.0,3148.0,1.9090909090909092
2506.0,2590.0,1.9090909090909092
2928.0,2650.0,1.9090909090909092
1259.0,121.0,1.9090909090909092
2170.0,1642.0,1.9090909090909092
1672.0,331.0,1.9090909090909092
2175.0,1748.0,2.3636363636363633
733.0,3345.0,1.9090909090909092
2611.0,2132.0,1.9090909090909092
2816.0,2002.0,1.9090909090909092
693.0,3593.0,1.9090909090909092
1362.0,2828.0,2.3636363636363633
882.0,2922.0,1.9090909090909092
2843.0,2639.0,1.4545454545454546
922.0,274.0,2.3636363636363633
2279.0,3150.0,1.9090909090909092
708.0,620.0,1.9090909090909092
1677.0,2134.0,2.8181818181818183
2141.0,1938.0,2.3636363636363633
2735.0,692.0,1.9090909090909092
290.0,1229.0,1.9090909090909092
2306.0,1238.0,1.9090909090909092
834.0,929.0,1.9090909090909092
923.0,3439.0,1.4545454545454546
1868.0,2681.0,2.3636363636363633
498.0,732.0,1.9090909090909092
2868.0,1601.0,1.9090909090909092
2069.0,62.0,1.9090909090909092
575.0,682.0,1.9090909090909092
205.0,672.0,2.3636363636363633
340.0,577.0,1.9090909090909092
2105.0,3138.0,1.9090909090909092
1877.0,3702.0,1.4545454545454546
1115.0,1254.0,2.3636363636363633
2466.0,1924.0,1.9090909090909092
1663.0,2981.0,3.2727272727272725
1706.0,1030.0,2.3636363636363633
1076.0,3200.0,1.9090909090909092
1711.0,1212.0,2.3636363636363633
2299.0,1989.0,1.9090909090909092
2558.0,2094.0,1.9090909090909092
2196.0,2340.0,1.9090909090909092
1811.0,3696.0,1.4545454545454546
1660.0,3227.0,1.9090909090909092
1670.0,2134.0,1.9090909090909092
1451.0,3548.0,1.4545454545454546
1045.0,560.0,1.9090909090909092
2881.0,3340.0,1.9090909090909092
1385.0,2279.0,1.9090909090909092
1857.0,749.0,1.9090909090909092
1365.0,3157.0,1.9090909090909092
1292.0,3443.0,1.9090909090909092
1465.0,1088.0,1.9090909090909092
1753.0,498.0,1.9090909090909092
1247.0,1164.0,1.9090909090909092
590.0,1225.0,2.3636363636363633
1747.0,1894.0,1.9090909090909092
1496.0,3076.0,1.9090909090909092
2272.0,1414.0,1.9090909090909092
2302.0,1813.0,2.3636363636363633
1725.0,2008.0,2.3636363636363633
2020.0,2875.0,2.3636363636363633
1173.0,1554.0,1.9090909090909092
1479.0,1828.0,2.3636363636363633
1746.0,3939.0,1.4545454545454546
2145.0,3040.0,1.9090909090909092
2365.0,2975.0,1.9090909090909092
1369.0,1812.0,2.3636363636363633
2721.0,2705.0,1.4545454545454546
2579.0,2633.0,1.9090909090909092
1085.0,911.0,1.9090909090909092
1638.0,1028.0,1.9090909090909092
774.0,3759.0,1.9090909090909092
2832.0,2543.0,1.9090909090909092
1019.0,3109.0,2.3636363636363633
2058.0,2770.0,2.3636363636363633
2440.0,2545.0,1.9090909090909092
1472.0,3851.0,1.4545454545454546
1270.0,3374.0,1.9090909090909092
1228.0,3940.0,1.4545454545454546
2393.0,1718.0,2.3636363636363633
2214.0,3828.0,1.9090909090909092
2955.0,2733.0,1.9090909090909092
1916.0,3813.0,1.9090909090909092
1654.0,3010.0,1.9090909090909092
1657.0,3352.0,1.4545454545454546
1237.0,3503.0,1.9090909090909092
1732.0,2957.0,2.8181818181818183
2238.0,703.0,1.9090909090909092
703.0,879.0,1.9090909090909092
2264.0,2602.0,2.3636363636363633
2557.0,2872.0,1.9090909090909092
2331.0,2234.0,1.9090909090909092
1902.0,3043.0,1.9090909090909092
2069.0,966.0,1.9090909090909092
2522.0,2163.0,1.9090909090909092
2913.0,2915.0,1.9090909090909092
1014.0,2934.0,1.9090909090909092
1107.0,59.0,1.9090909090909092
1948.0,2073.0,2.3636363636363633
1846.0,3605.0,1.4545454545454546
931.0,356.0,1.9090909090909092
1228.0,473.0,1.9090909090909092
1287.0,1955.0,1.9090909090909092
2619.0,1974.0,1.9090909090909092
1764.0,3360.0,1.9090909090909092
963.0,1491.0,2.3636363636363633
625.0,3949.0,1.4545454545454546
2048.0,3457.0,1.9090909090909092
821.0,3478.0,1.9090909090909092
1542.0,938.0,1.9090909090909092
397.0,445.0,1.9090909090909092
550.0,1817.0,2.3636363636363633
904.0,2182.0,1.9090909090909092
2765.0,2440.0,1.9090909090909092
2011.0,624.0,2.3636363636363633
2008.0,3132.0,1.4545454545454546
2062.0,3362.0,1.4545454545454546
2492.0,3166.0,1.9090909090909092
1885.0,3208.0,1.4545454545454546
2808.0,2291.0,1.9090909090909092
2314.0,3124.0,1.9090909090909092
1386.0,3150.0,1.9090909090909092
1978.0,1073.0,1.9090909090909092
184.0,783.0,1.4545454545454546
1588.0,3126.0,1.9090909090909092
1274.0,2835.0,2.3636363636363633
438.0,3224.0,2.8181818181818183
1472.0,3827.0,1.4545454545454546
1259.0,2119.0,1.9090909090909092
1189.0,3000.0,1.9090909090909092
2694.0,3534.0,1.4545454545454546
2501.0,1775.0,1.4545454545454546
855.0,1042.0,1.9090909090909092
1398.0,3359.0,1.9090909090909092
2588.0,2900.0,1.9090909090909092
447.0,1400.0,1.9090909090909092
2115.0,1702.0,1.9090909090909092
2483.0,618.0,1.9090909090909092
962.0,3363.0,1.9090909090909092
2437.0,1956.0,1.9090909090909092
589.0,3254.0,1.9090909090909092
2493.0,3151.0,1.9090909090909092
2815.0,3387.0,1.9090909090909092
805.0,1731.0,2.3636363636363633
1095.0,3164.0,1.9090909090909092
1066.0,1205.0,1.9090909090909092
1695.0,860.0,1.9090909090909092
2343.0,1874.0,1.9090909090909092
2976.0,2095.0,1.9090909090909092
173.0,1360.0,1.9090909090909092
1946.0,2809.0,3.2727272727272725
581.0,1226.0,1.9090909090909092
2701.0,2206.0,1.9090909090909092
1466.0,572.0,1.4545454545454546
2499.0,2850.0,1.9090909090909092
2051.0,631.0,2.3636363636363633
2512.0,2026.0,1.9090909090909092
2003.0,624.0,1.4545454545454546
1981.0,3603.0,1.9090909090909092
1961.0,3826.0,1.9090909090909092
2699.0,2186.0,1.9090909090909092
1363.0,2790.0,2.8181818181818183
2312.0,2533.0,1.9090909090909092
2218.0,4016.0,1.9090909090909092
522.0,986.0,1.9090909090909092
2851.0,2316.0,1.9090909090909092
750.0,529.0,1.9090909090909092
380.0,3074.0,1.9090909090909092
1140.0,464.0,1.9090909090909092
2906.0,3101.0,1.9090909090909092
616.0,135.0,1.9090909090909092
1911.0,3726.0,1.9090909090909092
1914.0,3690.0,1.9090909090909092
3004.0,1825.0,1.4545454545454546
1273.0,3009.0,1.9090909090909092
2000.0,3176.0,1.9090909090909092
2351.0,1690.0,2.3636363636363633
762.0,2668.0,1.9090909090909092
2506.0,1946.0,2.3636363636363633
882.0,3130.0,1.9090909090909092
513.0,245.0,1.4545454545454546
2400.0,2429.0,1.9090909090909092
2385.0,1717.0,1.4545454545454546
70.0,934.0,2.3636363636363633
1784.0,3064.0,1.9090909090909092
2769.0,3393.0,1.9090909090909092
568.0,2395.0,1.4545454545454546
1389.0,2084.0,1.9090909090909092
1442.0,1761.0,1.9090909090909092
1549.0,3464.0,1.9090909090909092
307.0,1188.0,1.9090909090909092
1916.0,3001.0,1.9090909090909092
498.0,451.0,1.4545454545454546
2082.0,1184.0,1.9090909090909092
2022.0,1447.0,2.3636363636363633
2306.0,2073.0,1.9090909090909092
825.0,809.0,1.9090909090909092
2687.0,1395.0,1.9090909090909092
2617.0,2491.0,1.4545454545454546
322.0,925.0,1.9090909090909092
2810.0,3157.0,1.9090909090909092
2666.0,2400.0,1.4545454545454546
1975.0,2265.0,2.3636363636363633
1638.0,2860.0,2.3636363636363633
639.0,3271.0,1.9090909090909092
805.0,1184.0,1.9090909090909092
1382.0,3082.0,1.9090909090909092
2518.0,3050.0,1.9090909090909092
2085.0,3504.0,1.9090909090909092
1188.0,3905.0,1.9090909090909092
1367.0,3111.0,1.9090909090909092
2491.0,1862.0,1.9090909090909092
1556.0,3307.0,1.9090909090909092
1774.0,2781.0,2.8181818181818183
852.0,853.0,1.9090909090909092
2693.0,3578.0,1.9090909090909092
440.0,975.0,1.9090909090909092
1111.0,445.0,1.9090909090909092
1981.0,1208.0,1.9090909090909092
2208.0,3804.0,1.9090909090909092
1445.0,3188.0,1.9090909090909092
418.0,965.0,1.9090909090909092
2432.0,2214.0,1.9090909090909092
2008.0,2084.0,2.3636363636363633
2538.0,2612.0,1.9090909090909092
2639.0,3413.0,1.9090909090909092
2442.0,2718.0,1.9090909090909092
1975.0,2093.0,4.181818181818182
1445.0,3178.0,2.3636363636363633
2018.0,920.0,1.9090909090909092
901.0,2032.0,1.9090909090909092
2932.0,2030.0,1.4545454545454546
2028.0,1986.0,1.9090909090909092
575.0,2394.0,1.9090909090909092
1978.0,3711.0,1.4545454545454546
2749.0,1713.0,1.9090909090909092
2019.0,2913.0,1.9090909090909092
1817.0,652.0,2.3636363636363633
2913.0,538.0,1.9090909090909092
2739.0,1464.0,1.9090909090909092
2940.0,3934.0,1.4545454545454546
